document_id,category
Document_71376,14
Document_38112,41
Document_131911,4
Document_145861,12
Document_29514,41
Document_74161,30
Document_42899,2
Document_53545,19
Document_97771,10
Document_119851,29
Document_30091,37
Document_110024,3
Document_114727,12
Document_147225,36
Document_11844,5
Document_69422,27
Document_45087,37
Document_136368,40
Document_122490,12
Document_37150,2
Document_51197,23
Document_133834,5
Document_72214,14
Document_61911,28
Document_59239,26
Document_34236,38
Document_1653,22
Document_104318,19
Document_24277,41
Document_123414,9
Document_145230,39
Document_2611,0
Document_36721,41
Document_61275,25
Document_109285,5
Document_38552,17
Document_116803,16
Document_148176,36
Document_49765,32
Document_147864,32
Document_66229,27
Document_29547,32
Document_71950,14
Document_108195,22
Document_46074,20
Document_130682,40
Document_72589,25
Document_8782,3
Document_106640,37
Document_116395,29
Document_137940,22
Document_138872,36
Document_123325,14
Document_100045,0
Document_49162,23
Document_82626,26
Document_112544,11
Document_91807,14
Document_13211,5
Document_61499,26
Document_10186,4
Document_103764,22
Document_19090,7
Document_72787,25
Document_58349,34
Document_90392,25
Document_12171,5
Document_54111,24
Document_129933,4
Document_134142,40
Document_35704,18
Document_112969,1
Document_128602,3
Document_16989,3
Document_126838,41
Document_56027,24
Document_89068,21
Document_96461,25
Document_20776,17
Document_109851,17
Document_53287,21
Document_106088,17
Document_10763,4
Document_79279,32
Document_127418,0
Document_144086,29
Document_29611,37
Document_92136,14
Document_3025,0
Document_81449,32
Document_85673,30
Document_30148,37
Document_95147,41
Document_83867,19
Document_63284,28
Document_4990,1
Document_55136,24
Document_131329,4
Document_113342,15
Document_21288,17
Document_137196,40
Document_139804,36
Document_80898,41
Document_47067,23
Document_144575,39
Document_88470,35
Document_112974,41
Document_87841,35
Document_66073,30
Document_21561,17
Document_73055,21
Document_39832,20
Document_47250,20
Document_26923,22
Document_96749,10
Document_5688,19
Document_21333,17
Document_11538,4
Document_84798,34
Document_146625,42
Document_99927,11
Document_112236,16
Document_2219,0
Document_110378,15
Document_107186,15
Document_120535,5
Document_120661,29
Document_88974,20
Document_127469,3
Document_133135,42
Document_129115,13
Document_142627,8
Document_69303,27
Document_144207,42
Document_76611,29
Document_37620,20
Document_81747,32
Document_90689,26
Document_79452,5
Document_70946,12
Document_148405,5
Document_47637,20
Document_96287,19
Document_102436,11
Document_31645,37
Document_19292,17
Document_33693,18
Document_84503,33
Document_49006,21
Document_128959,19
Document_122914,8
Document_27403,2
Document_144271,42
Document_135951,40
Document_129103,10
Document_32485,18
Document_44734,20
Document_10143,3
Document_709,20
Document_144983,42
Document_21866,18
Document_124935,40
Document_111424,9
Document_36394,41
Document_48060,21
Document_69176,27
Document_48907,21
Document_111980,8
Document_79604,41
Document_45446,19
Document_88056,35
Document_48102,34
Document_13342,20
Document_72431,25
Document_76124,29
Document_82739,32
Document_8161,3
Document_18166,7
Document_92105,41
Document_41790,39
Document_46682,20
Document_92065,14
Document_94462,8
Document_46817,20
Document_13980,6
Document_120192,29
Document_13093,5
Document_87300,35
Document_38027,41
Document_136249,42
Document_42554,39
Document_44196,39
Document_29075,5
Document_10342,41
Document_77946,31
Document_114442,9
Document_44995,18
Document_100709,16
Document_62545,28
Document_114411,16
Document_67040,28
Document_92888,8
Document_75233,23
Document_117671,18
Document_33408,38
Document_18785,7
Document_30713,37
Document_43649,0
Document_99627,0
Document_133468,26
Document_141571,15
Document_135577,40
Document_64603,28
Document_60907,22
Document_116237,13
Document_3948,0
Document_18732,7
Document_55580,24
Document_107937,19
Document_107588,30
Document_103496,23
Document_110242,11
Document_140941,41
Document_31911,37
Document_86292,27
Document_67769,30
Document_47519,5
Document_8905,2
Document_31996,35
Document_35363,18
Document_89639,35
Document_108235,18
Document_106078,19
Document_95229,14
Document_19495,17
Document_25750,39
Document_87341,35
Document_53530,19
Document_23351,18
Document_77072,33
Document_124652,8
Document_70806,12
Document_33219,38
Document_93717,8
Document_114281,15
Document_41810,41
Document_58370,25
Document_71590,14
Document_97227,10
Document_98828,9
Document_138455,13
Document_116813,31
Document_55492,24
Document_8639,3
Document_90572,35
Document_87405,35
Document_1994,0
Document_136670,42
Document_83248,32
Document_93883,8
Document_93414,8
Document_52985,21
Document_14070,6
Document_110444,12
Document_95372,41
Document_47236,20
Document_79327,32
Document_35124,41
Document_54504,25
Document_90615,21
Document_103297,11
Document_11450,4
Document_105085,12
Document_49571,22
Document_47757,20
Document_29861,37
Document_99489,9
Document_54509,24
Document_102574,23
Document_127669,17
Document_6233,1
Document_87910,35
Document_68954,27
Document_53392,18
Document_127230,19
Document_69232,27
Document_75374,21
Document_55780,40
Document_109144,36
Document_65104,28
Document_129326,0
Document_64173,28
Document_64220,28
Document_131833,2
Document_81640,5
Document_110019,15
Document_117988,16
Document_14392,6
Document_33182,38
Document_85467,30
Document_134073,0
Document_53759,24
Document_96388,41
Document_5732,17
Document_69888,27
Document_144805,42
Document_129742,31
Document_20380,17
Document_135290,9
Document_128994,36
Document_107198,41
Document_32667,18
Document_71051,12
Document_50671,23
Document_11860,5
Document_3707,0
Document_104359,22
Document_65472,28
Document_111157,13
Document_23966,19
Document_41279,39
Document_128241,4
Document_2329,0
Document_121825,15
Document_129170,41
Document_120251,29
Document_54419,24
Document_21904,17
Document_37290,4
Document_6134,1
Document_133693,5
Document_3198,38
Document_32536,38
Document_96385,20
Document_2481,0
Document_121013,5
Document_74459,30
Document_108941,18
Document_101380,30
Document_127360,0
Document_72719,22
Document_126176,8
Document_51135,20
Document_49968,22
Document_44885,0
Document_123063,41
Document_93354,8
Document_75747,29
Document_120677,14
Document_27232,19
Document_65026,19
Document_38359,41
Document_4976,0
Document_109010,12
Document_21495,17
Document_130769,6
Document_72856,25
Document_37029,3
Document_87255,25
Document_50433,23
Document_94628,8
Document_123870,11
Document_141379,41
Document_117163,16
Document_27312,29
Document_37769,20
Document_132981,19
Document_105006,16
Document_51848,21
Document_147072,42
Document_110358,11
Document_124089,8
Document_42064,1
Document_17097,7
Document_103873,32
Document_15488,6
Document_47091,33
Document_60193,26
Document_136974,5
Document_771,20
Document_124874,4
Document_148469,5
Document_67228,25
Document_98803,9
Document_77086,26
Document_115280,10
Document_33751,38
Document_81886,41
Document_73259,25
Document_86043,34
Document_14920,6
Document_102396,1
Document_111210,16
Document_37192,38
Document_140477,34
Document_144324,42
Document_77672,20
Document_55227,25
Document_109614,42
Document_68361,27
Document_79844,32
Document_11712,5
Document_27370,19
Document_148141,12
Document_100893,29
Document_145063,42
Document_96999,10
Document_63017,19
Document_108214,22
Document_81178,32
Document_90173,25
Document_99635,0
Document_68728,34
Document_42279,39
Document_61627,41
Document_17155,7
Document_40977,1
Document_36750,41
Document_148581,5
Document_24317,20
Document_24629,33
Document_130493,29
Document_88800,35
Document_83264,32
Document_136090,40
Document_17062,7
Document_10277,18
Document_86917,36
Document_116163,8
Document_140638,22
Document_12831,5
Document_30559,5
Document_133686,5
Document_20879,17
Document_25743,20
Document_147721,5
Document_84398,33
Document_97723,10
Document_121148,10
Document_115823,13
Document_47607,20
Document_142564,13
Document_45288,18
Document_112029,0
Document_82207,32
Document_80877,9
Document_38904,4
Document_53414,29
Document_105749,15
Document_16058,7
Document_17717,7
Document_47932,24
Document_129484,19
Document_105357,15
Document_142862,8
Document_124596,29
Document_106792,5
Document_87446,35
Document_10448,5
Document_80897,32
Document_95695,21
Document_46093,22
Document_41533,41
Document_2958,0
Document_29331,37
Document_10325,6
Document_8879,3
Document_100762,5
Document_1944,1
Document_94996,8
Document_139395,36
Document_125304,16
Document_108413,5
Document_103940,20
Document_146460,42
Document_54449,24
Document_136616,42
Document_97573,10
Document_86743,36
Document_125723,16
Document_113360,16
Document_1018,19
Document_19838,17
Document_146064,42
Document_66622,28
Document_35614,17
Document_87678,20
Document_124153,37
Document_106572,18
Document_6816,1
Document_93199,8
Document_117911,16
Document_127742,22
Document_31068,37
Document_100833,10
Document_93596,8
Document_131336,4
Document_63882,28
Document_79883,32
Document_97744,10
Document_74468,30
Document_29167,37
Document_117778,16
Document_115906,10
Document_109846,12
Document_67547,28
Document_62130,17
Document_122902,11
Document_125257,16
Document_128262,4
Document_56877,25
Document_114772,32
Document_61016,22
Document_52399,19
Document_3550,0
Document_55229,24
Document_123541,14
Document_116644,42
Document_72004,14
Document_104091,32
Document_110695,9
Document_87121,35
Document_147931,33
Document_54020,24
Document_57586,25
Document_75472,30
Document_115741,13
Document_37610,19
Document_52411,21
Document_45164,0
Document_71316,8
Document_2378,18
Document_103462,23
Document_110118,8
Document_129342,0
Document_24199,17
Document_141083,27
Document_123458,13
Document_133837,4
Document_18457,7
Document_34922,41
Document_39345,19
Document_16317,6
Document_86779,36
Document_77136,33
Document_10901,4
Document_52895,21
Document_147808,5
Document_131230,5
Document_127936,0
Document_56456,25
Document_88851,35
Document_92366,8
Document_55110,24
Document_30088,37
Document_124942,40
Document_590,19
Document_122795,12
Document_98058,11
Document_71278,33
Document_47725,20
Document_111471,15
Document_25925,37
Document_31620,37
Document_140563,36
Document_103905,20
Document_108470,17
Document_142783,13
Document_53131,23
Document_71177,12
Document_70923,12
Document_15302,6
Document_140434,41
Document_71789,14
Document_123894,10
Document_65996,28
Document_23615,18
Document_16329,7
Document_72606,25
Document_58331,25
Document_130515,22
Document_77569,21
Document_54477,35
Document_73782,30
Document_130107,5
Document_86768,36
Document_41621,18
Document_61058,3
Document_96302,9
Document_127561,17
Document_128694,14
Document_105910,40
Document_65418,28
Document_78809,32
Document_40087,3
Document_68762,21
Document_128726,4
Document_48449,21
Document_35119,20
Document_66341,28
Document_22488,19
Document_66817,28
Document_2386,0
Document_58511,25
Document_6204,1
Document_25949,3
Document_59210,25
Document_57413,25
Document_27655,19
Document_72177,14
Document_146327,42
Document_77747,31
Document_23334,19
Document_141668,41
Document_46172,20
Document_13323,5
Document_144252,41
Document_17099,7
Document_49220,33
Document_78244,31
Document_67276,41
Document_43487,0
Document_20722,17
Document_124671,0
Document_19599,17
Document_110158,13
Document_105517,15
Document_125870,16
Document_40673,17
Document_109989,41
Document_81701,23
Document_99673,1
Document_101908,10
Document_105516,12
Document_88837,35
Document_120859,40
Document_48228,30
Document_148280,42
Document_43718,39
Document_148538,2
Document_31436,26
Document_39221,19
Document_106860,15
Document_6178,10
Document_32871,38
Document_82677,32
Document_81427,13
Document_37262,5
Document_134518,40
Document_58733,25
Document_75541,30
Document_105966,41
Document_15824,7
Document_72625,25
Document_103518,23
Document_101453,39
Document_46148,20
Document_69156,33
Document_92169,14
Document_100460,40
Document_90522,21
Document_78653,14
Document_91813,14
Document_137289,12
Document_114466,16
Document_46846,20
Document_97594,10
Document_24407,20
Document_126704,39
Document_91552,29
Document_60728,22
Document_74253,30
Document_30098,5
Document_22516,41
Document_71731,14
Document_7208,3
Document_144759,42
Document_32750,5
Document_144779,42
Document_123744,14
Document_116470,29
Document_69186,27
Document_120836,3
Document_89921,35
Document_312,18
Document_86082,23
Document_105660,3
Document_25085,20
Document_49710,22
Document_71113,12
Document_84897,34
Document_37942,4
Document_46608,5
Document_25738,39
Document_78307,31
Document_139867,36
Document_7880,3
Document_82908,6
Document_139878,36
Document_102703,34
Document_60106,5
Document_74451,30
Document_90164,22
Document_43972,3
Document_130583,36
Document_9243,3
Document_127285,6
Document_8378,3
Document_136413,42
Document_19094,7
Document_8781,3
Document_73119,22
Document_5028,38
Document_105705,2
Document_65260,28
Document_5564,0
Document_62799,28
Document_124161,10
Document_67781,27
Document_46239,20
Document_2077,0
Document_21088,17
Document_34109,18
Document_130935,2
Document_69009,27
Document_45210,18
Document_10343,41
Document_11248,4
Document_129239,13
Document_115704,13
Document_124728,1
Document_96269,32
Document_123602,14
Document_31553,37
Document_71555,41
Document_31788,37
Document_46769,32
Document_95150,11
Document_19170,7
Document_17290,7
Document_24735,31
Document_27911,39
Document_109469,41
Document_89736,21
Document_81880,32
Document_19709,17
Document_92668,8
Document_2060,1
Document_56100,24
Document_123531,14
Document_103269,22
Document_111410,15
Document_106482,12
Document_20512,17
Document_21883,17
Document_77098,20
Document_40413,20
Document_69027,27
Document_93383,8
Document_27635,5
Document_116605,12
Document_35355,18
Document_5986,1
Document_92201,8
Document_73793,30
Document_101780,0
Document_43783,3
Document_26041,42
Document_117310,16
Document_116263,16
Document_67934,34
Document_24726,20
Document_118828,8
Document_88734,35
Document_25349,6
Document_129495,19
Document_21972,17
Document_74623,30
Document_7955,3
Document_126314,0
Document_75868,29
Document_114112,15
Document_53725,24
Document_122920,9
Document_143116,42
Document_17156,7
Document_96667,30
Document_35681,19
Document_50332,34
Document_8929,3
Document_70588,12
Document_63676,28
Document_33454,38
Document_102866,23
Document_99531,13
Document_12056,5
Document_106757,22
Document_10054,3
Document_44434,40
Document_133110,42
Document_71728,14
Document_63606,28
Document_97536,10
Document_127104,38
Document_15347,6
Document_64894,28
Document_108918,16
Document_88463,21
Document_20111,17
Document_127090,14
Document_53115,20
Document_136486,40
Document_96877,10
Document_131946,29
Document_70087,27
Document_42169,39
Document_136818,36
Document_79855,41
Document_34093,38
Document_72747,17
Document_129739,31
Document_47335,20
Document_53672,24
Document_18937,6
Document_1602,20
Document_143045,29
Document_55927,41
Document_76336,29
Document_94277,8
Document_114252,15
Document_124918,40
Document_127678,18
Document_90252,21
Document_10482,41
Document_34273,38
Document_126144,11
Document_132760,3
Document_30614,2
Document_61062,31
Document_120997,13
Document_21527,17
Document_3454,0
Document_131610,4
Document_91311,25
Document_103936,41
Document_148131,36
Document_55360,24
Document_35192,18
Document_31730,20
Document_129413,18
Document_70036,21
Document_131388,4
Document_101419,41
Document_77334,33
Document_118068,16
Document_143579,42
Document_63513,28
Document_88044,35
Document_90635,21
Document_131126,4
Document_60904,23
Document_57227,25
Document_3360,0
Document_20091,17
Document_121095,12
Document_42308,39
Document_102403,8
Document_42133,0
Document_12928,5
Document_49653,22
Document_112588,10
Document_13799,6
Document_66651,25
Document_141974,13
Document_27579,39
Document_40654,17
Document_141305,30
Document_42386,39
Document_63812,28
Document_14668,6
Document_119922,29
Document_142792,13
Document_30314,39
Document_140076,9
Document_14816,6
Document_53691,24
Document_111998,41
Document_16977,7
Document_103853,17
Document_71418,14
Document_56206,24
Document_101629,0
Document_122582,18
Document_65134,28
Document_56301,42
Document_110606,11
Document_28377,18
Document_141264,11
Document_7325,3
Document_142685,10
Document_83789,33
Document_26673,22
Document_19642,17
Document_10536,41
Document_116845,16
Document_144547,42
Document_8260,3
Document_79080,32
Document_64653,2
Document_5313,0
Document_103385,23
Document_93157,8
Document_28241,20
Document_147727,36
Document_89302,21
Document_146793,42
Document_22464,17
Document_23438,18
Document_62984,28
Document_110991,15
Document_132199,5
Document_125040,40
Document_122472,3
Document_84101,33
Document_113155,15
Document_102559,20
Document_4199,0
Document_116104,8
Document_140133,25
Document_5252,0
Document_84965,34
Document_45255,18
Document_20439,17
Document_141048,30
Document_129578,18
Document_71891,14
Document_80666,32
Document_19828,17
Document_3799,0
Document_42157,0
Document_146142,42
Document_8225,3
Document_48658,33
Document_143085,42
Document_74692,30
Document_74422,30
Document_13197,41
Document_78555,32
Document_124102,1
Document_113101,11
Document_39289,41
Document_88271,35
Document_36591,41
Document_19803,17
Document_108253,5
Document_131779,4
Document_99914,0
Document_525,2
Document_1217,20
Document_91355,35
Document_2803,0
Document_61658,2
Document_13039,5
Document_100984,41
Document_133435,5
Document_85243,34
Document_11385,4
Document_51614,34
Document_122497,12
Document_109350,25
Document_146758,36
Document_63370,28
Document_35581,17
Document_101045,16
Document_57485,25
Document_95713,18
Document_26687,3
Document_61756,2
Document_10860,4
Document_12117,20
Document_88315,25
Document_107748,17
Document_77626,33
Document_2474,0
Document_127373,5
Document_51438,23
Document_64329,28
Document_55095,24
Document_32770,38
Document_95576,32
Document_7620,3
Document_101865,0
Document_142692,13
Document_121813,3
Document_105869,3
Document_55372,24
Document_42470,41
Document_99350,15
Document_26946,0
Document_76131,32
Document_125089,40
Document_119028,15
Document_12630,20
Document_59338,41
Document_10450,4
Document_65218,27
Document_60070,5
Document_17625,7
Document_63896,25
Document_54819,24
Document_42366,6
Document_100852,23
Document_144794,42
Document_42484,41
Document_42532,39
Document_61369,20
Document_112980,1
Document_115282,10
Document_29829,37
Document_85023,34
Document_2114,0
Document_33502,38
Document_146072,42
Document_42878,39
Document_90193,34
Document_125436,16
Document_33543,0
Document_138029,40
Document_80023,32
Document_126955,5
Document_11188,4
Document_51725,20
Document_21856,17
Document_92788,8
Document_100785,8
Document_20684,17
Document_137887,5
Document_147345,36
Document_8821,4
Document_87031,36
Document_76612,29
Document_56943,25
Document_69189,27
Document_45059,19
Document_6130,1
Document_66976,26
Document_118921,10
Document_67717,28
Document_9116,3
Document_102212,0
Document_9184,6
Document_63124,28
Document_55213,24
Document_44195,39
Document_106477,41
Document_92773,8
Document_40153,20
Document_105154,11
Document_72935,25
Document_52453,21
Document_88157,25
Document_100384,1
Document_38144,17
Document_17664,7
Document_140117,32
Document_128149,0
Document_23505,18
Document_98913,9
Document_21573,17
Document_35346,18
Document_145173,12
Document_25016,20
Document_20106,17
Document_72091,14
Document_59455,25
Document_148589,5
Document_130312,32
Document_18252,7
Document_120657,14
Document_18360,7
Document_78613,32
Document_126046,16
Document_140578,22
Document_100249,40
Document_75295,30
Document_24446,20
Document_95740,29
Document_37215,2
Document_64015,28
Document_56074,25
Document_6752,0
Document_14734,6
Document_77280,20
Document_80655,32
Document_57446,25
Document_132280,2
Document_65944,28
Document_31388,26
Document_50040,23
Document_8400,3
Document_69904,9
Document_136663,39
Document_48410,28
Document_134296,0
Document_40336,37
Document_40678,22
Document_17957,6
Document_108937,3
Document_631,20
Document_49076,21
Document_34777,41
Document_123083,14
Document_49,18
Document_15165,6
Document_914,18
Document_7226,3
Document_125842,16
Document_902,18
Document_29211,37
Document_100069,0
Document_15364,6
Document_137438,5
Document_16645,2
Document_33187,2
Document_71662,14
Document_114400,8
Document_37857,41
Document_112750,15
Document_65551,28
Document_7015,3
Document_111830,15
Document_10783,4
Document_136182,32
Document_111103,12
Document_26605,20
Document_113412,11
Document_119230,10
Document_124799,13
Document_59654,26
Document_94931,8
Document_33951,38
Document_92032,14
Document_104412,19
Document_96673,21
Document_132786,9
Document_137705,15
Document_34898,18
Document_58839,25
Document_142350,13
Document_70576,41
Document_136762,32
Document_12956,18
Document_142682,13
Document_53437,19
Document_36048,20
Document_78252,31
Document_99873,41
Document_45293,3
Document_31964,37
Document_76388,29
Document_17869,7
Document_6547,1
Document_110441,15
Document_4863,1
Document_102815,37
Document_21860,17
Document_79939,19
Document_71368,14
Document_103942,40
Document_92315,8
Document_44351,40
Document_26013,3
Document_74508,30
Document_128883,18
Document_140261,20
Document_56742,21
Document_14600,6
Document_83083,31
Document_50178,23
Document_9870,5
Document_116444,16
Document_30664,37
Document_5576,0
Document_141116,41
Document_34996,2
Document_79690,41
Document_17313,7
Document_94408,8
Document_6648,0
Document_96983,10
Document_142526,13
Document_134246,32
Document_34466,38
Document_82618,15
Document_104619,11
Document_77050,19
Document_123243,16
Document_64691,28
Document_118989,12
Document_22957,18
Document_24889,20
Document_96476,17
Document_17166,6
Document_54665,24
Document_133202,42
Document_40567,4
Document_64527,26
Document_58020,25
Document_138565,13
Document_105345,15
Document_19041,6
Document_116365,11
Document_102506,5
Document_137707,11
Document_12478,5
Document_113011,9
Document_124363,0
Document_31490,37
Document_55299,24
Document_82576,12
Document_143529,42
Document_58895,25
Document_1534,20
Document_87311,21
Document_45559,41
Document_105263,41
Document_91990,14
Document_88528,35
Document_110432,16
Document_121082,9
Document_87006,36
Document_31542,37
Document_147183,36
Document_41183,37
Document_79961,5
Document_89595,34
Document_48058,23
Document_77018,33
Document_144862,42
Document_15126,6
Document_50579,23
Document_79940,20
Document_75579,30
Document_2757,1
Document_130950,30
Document_142560,13
Document_65660,25
Document_15578,6
Document_35096,18
Document_563,18
Document_101106,0
Document_68229,27
Document_34829,20
Document_112098,2
Document_103668,20
Document_18200,7
Document_61256,19
Document_69791,27
Document_93665,8
Document_75059,30
Document_121932,37
Document_54323,24
Document_9287,3
Document_134780,25
Document_10610,4
Document_103644,20
Document_126681,8
Document_91274,35
Document_112199,9
Document_56066,24
Document_89380,21
Document_84349,34
Document_104974,41
Document_47737,20
Document_50995,23
Document_4562,18
Document_127926,2
Document_32096,20
Document_121029,12
Document_76371,29
Document_141989,13
Document_87014,36
Document_80443,32
Document_70125,27
Document_1099,41
Document_11611,4
Document_74565,12
Document_51206,23
Document_57018,25
Document_15474,3
Document_143267,36
Document_31431,9
Document_118775,31
Document_18620,7
Document_87996,35
Document_26894,31
Document_125951,16
Document_87397,35
Document_129866,4
Document_11794,41
Document_76837,33
Document_30710,37
Document_140643,31
Document_136315,5
Document_58908,25
Document_36260,41
Document_52422,21
Document_12145,41
Document_58907,21
Document_78606,32
Document_69731,27
Document_101853,41
Document_61634,26
Document_113162,11
Document_40804,17
Document_19645,17
Document_20794,17
Document_22508,41
Document_81599,32
Document_17500,3
Document_17654,7
Document_54277,24
Document_104438,32
Document_18436,7
Document_99586,9
Document_30498,41
Document_36571,41
Document_52439,21
Document_43957,7
Document_88021,35
Document_96477,19
Document_75425,30
Document_108165,30
Document_95762,21
Document_16413,7
Document_135404,31
Document_28953,41
Document_79550,32
Document_12166,5
Document_99645,0
Document_24730,20
Document_53293,33
Document_130287,4
Document_56717,35
Document_38812,4
Document_85258,33
Document_131563,23
Document_7780,5
Document_63062,28
Document_69508,19
Document_30960,37
Document_89488,35
Document_126472,3
Document_42041,39
Document_92746,8
Document_128754,19
Document_89159,35
Document_18419,7
Document_129227,7
Document_17195,2
Document_17076,7
Document_117514,1
Document_122492,10
Document_57459,25
Document_36842,41
Document_118830,11
Document_113108,15
Document_8444,3
Document_84017,33
Document_142940,13
Document_17604,7
Document_143292,12
Document_64491,2
Document_104024,19
Document_128763,14
Document_670,41
Document_136086,18
Document_143907,42
Document_51117,32
Document_139002,20
Document_11877,5
Document_69448,27
Document_68522,27
Document_72844,25
Document_22118,17
Document_101329,39
Document_129949,5
Document_19140,2
Document_39836,19
Document_70154,27
Document_145729,42
Document_1831,38
Document_57329,28
Document_108555,23
Document_145176,6
Document_65221,28
Document_126497,5
Document_131881,4
Document_74766,30
Document_8883,3
Document_18999,7
Document_74347,30
Document_131862,4
Document_136814,32
Document_127614,0
Document_79481,32
Document_79182,5
Document_91692,41
Document_54586,30
Document_92569,8
Document_133480,2
Document_93485,8
Document_29632,19
Document_75272,30
Document_124083,10
Document_94980,8
Document_90446,25
Document_137495,42
Document_112047,0
Document_122255,15
Document_10713,4
Document_46595,20
Document_117649,0
Document_1007,19
Document_126086,16
Document_8758,4
Document_76308,29
Document_73924,30
Document_41511,41
Document_102168,10
Document_104028,19
Document_61,18
Document_47352,41
Document_114580,40
Document_42689,39
Document_54849,24
Document_52594,33
Document_145502,18
Document_52247,21
Document_127396,8
Document_44486,18
Document_62070,0
Document_122362,12
Document_50935,23
Document_38454,18
Document_1756,20
Document_76269,29
Document_101465,1
Document_32985,38
Document_127084,0
Document_47848,35
Document_11776,5
Document_126575,41
Document_107546,41
Document_99870,8
Document_44050,39
Document_80887,5
Document_94251,8
Document_71806,16
Document_95142,42
Document_102502,24
Document_92964,8
Document_12845,5
Document_13359,5
Document_120402,20
Document_94975,8
Document_143483,42
Document_63416,28
Document_75581,30
Document_45811,33
Document_27356,39
Document_29062,8
Document_75260,30
Document_86870,41
Document_95454,12
Document_35051,18
Document_15681,7
Document_139723,19
Document_109075,11
Document_67374,28
Document_119485,15
Document_127993,9
Document_34458,3
Document_38124,20
Document_27194,22
Document_63729,27
Document_118827,12
Document_80701,32
Document_47955,21
Document_109842,12
Document_132541,3
Document_113095,11
Document_16554,18
Document_73091,25
Document_63121,28
Document_71243,12
Document_134368,2
Document_1077,20
Document_145390,0
Document_15067,7
Document_128472,3
Document_56245,24
Document_25880,17
Document_75094,30
Document_120762,11
Document_41768,39
Document_50556,23
Document_137748,10
Document_1260,41
Document_97224,10
Document_111524,10
Document_5526,0
Document_49814,33
Document_136268,31
Document_137319,32
Document_111916,12
Document_80448,41
Document_27437,23
Document_143941,7
Document_20606,17
Document_83478,33
Document_70211,27
Document_28464,5
Document_107464,31
Document_139303,0
Document_60192,41
Document_1826,1
Document_147644,36
Document_134264,23
Document_13017,5
Document_25045,20
Document_147700,41
Document_75492,30
Document_54448,24
Document_39371,20
Document_113854,15
Document_36252,41
Document_112734,13
Document_22515,41
Document_18811,7
Document_76316,29
Document_30817,41
Document_23370,18
Document_109645,36
Document_61493,22
Document_131105,4
Document_100713,39
Document_124119,14
Document_54011,21
Document_104737,11
Document_28909,41
Document_73245,21
Document_131150,4
Document_127098,19
Document_14108,6
Document_57016,25
Document_41669,41
Document_83681,33
Document_68240,27
Document_102702,23
Document_145412,0
Document_58351,25
Document_148544,5
Document_3412,0
Document_120063,29
Document_131976,5
Document_57595,25
Document_47508,20
Document_10153,41
Document_116280,31
Document_145616,42
Document_97109,10
Document_93915,8
Document_10391,20
Document_17026,7
Document_144587,42
Document_34238,38
Document_98367,9
Document_2923,0
Document_68392,27
Document_136615,31
Document_37782,41
Document_19595,17
Document_68654,27
Document_99798,11
Document_116855,16
Document_37364,13
Document_127517,38
Document_59320,26
Document_122034,18
Document_38231,17
Document_41561,0
Document_30814,37
Document_24785,32
Document_28730,5
Document_39016,17
Document_61841,19
Document_94049,8
Document_69096,34
Document_46377,25
Document_15607,6
Document_69583,27
Document_131091,39
Document_80406,32
Document_111574,15
Document_112778,15
Document_96021,21
Document_45497,20
Document_56894,25
Document_111068,16
Document_120324,26
Document_50515,23
Document_79463,32
Document_93966,8
Document_38168,41
Document_55962,21
Document_123426,16
Document_13826,5
Document_104324,20
Document_102801,20
Document_84032,33
Document_4951,1
Document_23120,18
Document_22361,17
Document_22506,41
Document_105054,12
Document_62381,41
Document_147690,32
Document_120284,41
Document_126039,16
Document_74304,30
Document_101833,0
Document_111647,11
Document_40017,41
Document_56528,25
Document_141858,31
Document_59597,26
Document_68977,27
Document_77646,34
Document_17547,7
Document_59363,26
Document_108090,41
Document_40231,0
Document_105464,41
Document_50402,23
Document_60371,40
Document_79519,8
Document_74058,30
Document_96340,19
Document_70076,27
Document_110758,12
Document_71090,5
Document_78843,26
Document_62435,17
Document_146383,42
Document_22191,17
Document_129168,7
Document_125761,15
Document_45393,20
Document_2885,0
Document_32727,18
Document_136829,32
Document_92267,8
Document_7050,3
Document_141484,11
Document_103118,41
Document_125033,40
Document_40272,5
Document_14561,6
Document_62889,28
Document_114991,8
Document_27047,41
Document_64663,3
Document_60093,26
Document_90634,35
Document_89977,25
Document_111412,16
Document_75818,29
Document_30003,41
Document_140593,32
Document_130962,5
Document_77239,19
Document_113910,15
Document_102083,12
Document_103373,30
Document_35433,18
Document_60368,26
Document_145383,0
Document_96130,29
Document_97746,10
Document_132587,29
Document_71170,12
Document_34480,38
Document_23859,20
Document_53904,24
Document_94722,31
Document_62836,28
Document_66244,28
Document_31787,37
Document_147865,26
Document_8023,3
Document_81281,32
Document_143578,42
Document_89816,35
Document_36450,41
Document_79179,32
Document_65497,28
Document_142695,13
Document_30862,26
Document_44008,39
Document_8925,3
Document_24349,20
Document_65348,27
Document_87888,35
Document_61875,20
Document_2990,38
Document_71747,41
Document_131212,4
Document_98920,9
Document_81842,23
Document_87707,21
Document_117299,16
Document_6348,1
Document_51920,33
Document_82761,11
Document_63351,28
Document_133604,31
Document_2845,0
Document_123448,14
Document_13719,6
Document_62517,28
Document_133430,5
Document_19234,7
Document_9722,6
Document_72263,14
Document_130823,2
Document_12761,36
Document_31414,0
Document_142260,13
Document_122461,27
Document_42418,39
Document_105259,12
Document_86794,36
Document_73281,25
Document_41952,41
Document_43344,39
Document_12339,5
Document_142177,10
Document_42306,2
Document_101553,18
